ds,Item,units,y
05-09-2022,sugar,KG,61
05-09-2022,sugar,KG,66
05-09-2022,sugar,KG,76
05-09-2022,sugar,KG,118
05-09-2022,sugar,KG,94
05-09-2022,sugar,KG,115
05-09-2022,sugar,KG,147
05-09-2022,sugar,KG,94
05-09-2022,sugar,KG,76
05-09-2022,sugar,KG,126
05-09-2022,sugar,KG,63
05-09-2022,sugar,KG,148
05-09-2022,sugar,KG,177
05-09-2022,sugar,KG,57
05-09-2022,sugar,KG,182
05-09-2022,sugar,KG,98
05-09-2022,sugar,KG,105
05-09-2022,sugar,KG,66
05-09-2022,sugar,KG,195
05-09-2022,sugar,KG,171
05-09-2022,sugar,KG,197
05-09-2022,sugar,KG,152
05-09-2022,sugar,KG,185
06-09-2022,sugar,KG,119
06-09-2022,sugar,KG,182
06-09-2022,sugar,KG,190
06-09-2022,sugar,KG,161
06-09-2022,sugar,KG,168
06-09-2022,sugar,KG,114
06-09-2022,sugar,KG,56
06-09-2022,sugar,KG,108
06-09-2022,sugar,KG,76
06-09-2022,sugar,KG,110
06-09-2022,sugar,KG,102
06-09-2022,sugar,KG,191
06-09-2022,sugar,KG,51
06-09-2022,sugar,KG,172
06-09-2022,sugar,KG,56
06-09-2022,sugar,KG,147
06-09-2022,sugar,KG,128
06-09-2022,sugar,KG,113
06-09-2022,sugar,KG,53
06-09-2022,sugar,KG,199
06-09-2022,sugar,KG,119
07-09-2022,sugar,KG,119
07-09-2022,sugar,KG,186
07-09-2022,sugar,KG,54
07-09-2022,sugar,KG,149
07-09-2022,sugar,KG,141
07-09-2022,sugar,KG,158
07-09-2022,sugar,KG,68
07-09-2022,sugar,KG,200
07-09-2022,sugar,KG,65
07-09-2022,sugar,KG,73
07-09-2022,sugar,KG,137
07-09-2022,sugar,KG,193
07-09-2022,sugar,KG,78
07-09-2022,sugar,KG,65
07-09-2022,sugar,KG,64
07-09-2022,sugar,KG,87
07-09-2022,sugar,KG,142
07-09-2022,sugar,KG,135
07-09-2022,sugar,KG,148
07-09-2022,sugar,KG,82
07-09-2022,sugar,KG,151
07-09-2022,sugar,KG,167
07-09-2022,sugar,KG,68
07-09-2022,sugar,KG,130
07-09-2022,sugar,KG,82
07-09-2022,sugar,KG,117
08-09-2022,sugar,KG,177
08-09-2022,sugar,KG,158
08-09-2022,sugar,KG,114
08-09-2022,sugar,KG,58
08-09-2022,sugar,KG,69
08-09-2022,sugar,KG,101
08-09-2022,sugar,KG,66
08-09-2022,sugar,KG,63
08-09-2022,sugar,KG,61
08-09-2022,sugar,KG,75
08-09-2022,sugar,KG,155
08-09-2022,sugar,KG,144
08-09-2022,sugar,KG,142
08-09-2022,sugar,KG,169
08-09-2022,sugar,KG,198
08-09-2022,sugar,KG,134
08-09-2022,sugar,KG,145
08-09-2022,sugar,KG,71
08-09-2022,sugar,KG,162
08-09-2022,sugar,KG,196
08-09-2022,sugar,KG,147
08-09-2022,sugar,KG,190
08-09-2022,sugar,KG,130
08-09-2022,sugar,KG,87
08-09-2022,sugar,KG,93
09-09-2022,sugar,KG,77
09-09-2022,sugar,KG,60
09-09-2022,sugar,KG,177
09-09-2022,sugar,KG,53
09-09-2022,sugar,KG,72
09-09-2022,sugar,KG,158
09-09-2022,sugar,KG,81
09-09-2022,sugar,KG,130
09-09-2022,sugar,KG,187
09-09-2022,sugar,KG,160
09-09-2022,sugar,KG,133
09-09-2022,sugar,KG,128
09-09-2022,sugar,KG,163
09-09-2022,sugar,KG,79
09-09-2022,sugar,KG,73
09-09-2022,sugar,KG,141
09-09-2022,sugar,KG,66
09-09-2022,sugar,KG,122
09-09-2022,sugar,KG,64
09-09-2022,sugar,KG,123
09-09-2022,sugar,KG,95
09-09-2022,sugar,KG,57
09-09-2022,sugar,KG,155
09-09-2022,sugar,KG,168
09-09-2022,sugar,KG,93
10-09-2022,sugar,KG,150
10-09-2022,sugar,KG,160
10-09-2022,sugar,KG,126
10-09-2022,sugar,KG,132
10-09-2022,sugar,KG,56
10-09-2022,sugar,KG,162
10-09-2022,sugar,KG,166
10-09-2022,sugar,KG,124
10-09-2022,sugar,KG,142
10-09-2022,sugar,KG,106
10-09-2022,sugar,KG,53
10-09-2022,sugar,KG,191
10-09-2022,sugar,KG,101
10-09-2022,sugar,KG,150
10-09-2022,sugar,KG,73
10-09-2022,sugar,KG,166
10-09-2022,sugar,KG,116
10-09-2022,sugar,KG,91
10-09-2022,sugar,KG,129
10-09-2022,sugar,KG,137
10-09-2022,sugar,KG,171
10-09-2022,sugar,KG,79
11-09-2022,sugar,KG,139
11-09-2022,sugar,KG,152
11-09-2022,sugar,KG,121
11-09-2022,sugar,KG,109
11-09-2022,sugar,KG,77
11-09-2022,sugar,KG,170
11-09-2022,sugar,KG,199
11-09-2022,sugar,KG,125
11-09-2022,sugar,KG,56
11-09-2022,sugar,KG,126
11-09-2022,sugar,KG,57
11-09-2022,sugar,KG,82
11-09-2022,sugar,KG,119
11-09-2022,sugar,KG,140
11-09-2022,sugar,KG,116
11-09-2022,sugar,KG,78
11-09-2022,sugar,KG,115
11-09-2022,sugar,KG,118
11-09-2022,sugar,KG,125
11-09-2022,sugar,KG,135
11-09-2022,sugar,KG,122
11-09-2022,sugar,KG,129
12-09-2022,sugar,KG,55
12-09-2022,sugar,KG,90
12-09-2022,sugar,KG,199
12-09-2022,sugar,KG,137
12-09-2022,sugar,KG,160
12-09-2022,sugar,KG,127
12-09-2022,sugar,KG,80
12-09-2022,sugar,KG,182
12-09-2022,sugar,KG,180
12-09-2022,sugar,KG,83
12-09-2022,sugar,KG,158
12-09-2022,sugar,KG,179
12-09-2022,sugar,KG,182
12-09-2022,sugar,KG,114
12-09-2022,sugar,KG,98
12-09-2022,sugar,KG,63
12-09-2022,sugar,KG,89
12-09-2022,sugar,KG,177
12-09-2022,sugar,KG,95
12-09-2022,sugar,KG,148
12-09-2022,sugar,KG,114
12-09-2022,sugar,KG,92
13-09-2022,sugar,KG,143
13-09-2022,sugar,KG,160
13-09-2022,sugar,KG,91
13-09-2022,sugar,KG,63
13-09-2022,sugar,KG,186
13-09-2022,sugar,KG,116
13-09-2022,sugar,KG,137
13-09-2022,sugar,KG,83
13-09-2022,sugar,KG,131
13-09-2022,sugar,KG,86
13-09-2022,sugar,KG,141
13-09-2022,sugar,KG,156
13-09-2022,sugar,KG,149
13-09-2022,sugar,KG,83
13-09-2022,sugar,KG,174
13-09-2022,sugar,KG,158
13-09-2022,sugar,KG,182
13-09-2022,sugar,KG,57
13-09-2022,sugar,KG,99
14-09-2022,sugar,KG,162
14-09-2022,sugar,KG,91
14-09-2022,sugar,KG,139
14-09-2022,sugar,KG,129
14-09-2022,sugar,KG,121
14-09-2022,sugar,KG,109
14-09-2022,sugar,KG,146
14-09-2022,sugar,KG,51
14-09-2022,sugar,KG,160
14-09-2022,sugar,KG,190
14-09-2022,sugar,KG,182
14-09-2022,sugar,KG,62
14-09-2022,sugar,KG,87
15-09-2022,sugar,KG,154
15-09-2022,sugar,KG,96
15-09-2022,sugar,KG,73
15-09-2022,sugar,KG,156
15-09-2022,sugar,KG,109
15-09-2022,sugar,KG,180
15-09-2022,sugar,KG,129
15-09-2022,sugar,KG,98
15-09-2022,sugar,KG,143
15-09-2022,sugar,KG,194
15-09-2022,sugar,KG,128
15-09-2022,sugar,KG,53
15-09-2022,sugar,KG,57
16-09-2022,sugar,KG,159
16-09-2022,sugar,KG,145
16-09-2022,sugar,KG,139
16-09-2022,sugar,KG,95
16-09-2022,sugar,KG,65
16-09-2022,sugar,KG,155
16-09-2022,sugar,KG,147
16-09-2022,sugar,KG,93
16-09-2022,sugar,KG,117
16-09-2022,sugar,KG,133
16-09-2022,sugar,KG,139
16-09-2022,sugar,KG,73
16-09-2022,sugar,KG,108
17-09-2022,sugar,KG,183
17-09-2022,sugar,KG,118
17-09-2022,sugar,KG,194
17-09-2022,sugar,KG,165
17-09-2022,sugar,KG,102
17-09-2022,sugar,KG,67
17-09-2022,sugar,KG,95
17-09-2022,sugar,KG,67
17-09-2022,sugar,KG,170
17-09-2022,sugar,KG,69
17-09-2022,sugar,KG,119
17-09-2022,sugar,KG,73
17-09-2022,sugar,KG,86
17-09-2022,sugar,KG,59
17-09-2022,sugar,KG,66
17-09-2022,sugar,KG,123
17-09-2022,sugar,KG,192
18-09-2022,sugar,KG,57
18-09-2022,sugar,KG,175
18-09-2022,sugar,KG,172
18-09-2022,sugar,KG,89
18-09-2022,sugar,KG,103
18-09-2022,sugar,KG,63
18-09-2022,sugar,KG,119
18-09-2022,sugar,KG,101
18-09-2022,sugar,KG,140
18-09-2022,sugar,KG,106
18-09-2022,sugar,KG,113
18-09-2022,sugar,KG,128
18-09-2022,sugar,KG,121
18-09-2022,sugar,KG,191
18-09-2022,sugar,KG,147
19-09-2022,sugar,KG,128
19-09-2022,sugar,KG,123
19-09-2022,sugar,KG,124
19-09-2022,sugar,KG,161
19-09-2022,sugar,KG,88
19-09-2022,sugar,KG,157
19-09-2022,sugar,KG,114
19-09-2022,sugar,KG,73
19-09-2022,sugar,KG,171
19-09-2022,sugar,KG,134
19-09-2022,sugar,KG,170
19-09-2022,sugar,KG,129
19-09-2022,sugar,KG,199
19-09-2022,sugar,KG,169
19-09-2022,sugar,KG,98
19-09-2022,sugar,KG,156
19-09-2022,sugar,KG,78
19-09-2022,sugar,KG,123
19-09-2022,sugar,KG,98
19-09-2022,sugar,KG,92
19-09-2022,sugar,KG,109
19-09-2022,sugar,KG,166
20-09-2022,sugar,KG,53
20-09-2022,sugar,KG,61
20-09-2022,sugar,KG,148
20-09-2022,sugar,KG,193
20-09-2022,sugar,KG,50
20-09-2022,sugar,KG,96
20-09-2022,sugar,KG,99
20-09-2022,sugar,KG,146
20-09-2022,sugar,KG,130
20-09-2022,sugar,KG,82
20-09-2022,sugar,KG,67
20-09-2022,sugar,KG,57
20-09-2022,sugar,KG,137
20-09-2022,sugar,KG,69
20-09-2022,sugar,KG,126
20-09-2022,sugar,KG,184
20-09-2022,sugar,KG,193
21-09-2022,sugar,KG,185
21-09-2022,sugar,KG,97
21-09-2022,sugar,KG,188
21-09-2022,sugar,KG,113
21-09-2022,sugar,KG,170
21-09-2022,sugar,KG,109
21-09-2022,sugar,KG,164
21-09-2022,sugar,KG,188
21-09-2022,sugar,KG,142
21-09-2022,sugar,KG,108
21-09-2022,sugar,KG,63
21-09-2022,sugar,KG,63
21-09-2022,sugar,KG,177
21-09-2022,sugar,KG,195
21-09-2022,sugar,KG,82
21-09-2022,sugar,KG,119
21-09-2022,sugar,KG,155
21-09-2022,sugar,KG,122
21-09-2022,sugar,KG,126
21-09-2022,sugar,KG,145
21-09-2022,sugar,KG,175
21-09-2022,sugar,KG,102
21-09-2022,sugar,KG,91
21-09-2022,sugar,KG,91
21-09-2022,sugar,KG,147
21-09-2022,sugar,KG,73
21-09-2022,sugar,KG,153
21-09-2022,sugar,KG,129
21-09-2022,sugar,KG,105
22-09-2022,sugar,KG,104
22-09-2022,sugar,KG,68
22-09-2022,sugar,KG,113
22-09-2022,sugar,KG,160
22-09-2022,sugar,KG,116
22-09-2022,sugar,KG,190
22-09-2022,sugar,KG,67
22-09-2022,sugar,KG,95
22-09-2022,sugar,KG,123
22-09-2022,sugar,KG,100
22-09-2022,sugar,KG,107
22-09-2022,sugar,KG,138
22-09-2022,sugar,KG,143
22-09-2022,sugar,KG,199
22-09-2022,sugar,KG,185
22-09-2022,sugar,KG,133
22-09-2022,sugar,KG,87
22-09-2022,sugar,KG,103
22-09-2022,sugar,KG,99
22-09-2022,sugar,KG,168
23-09-2022,sugar,KG,78
23-09-2022,sugar,KG,86
23-09-2022,sugar,KG,148
23-09-2022,sugar,KG,62
23-09-2022,sugar,KG,55
23-09-2022,sugar,KG,91
23-09-2022,sugar,KG,50
23-09-2022,sugar,KG,121
23-09-2022,sugar,KG,50
23-09-2022,sugar,KG,180
23-09-2022,sugar,KG,170
23-09-2022,sugar,KG,129
23-09-2022,sugar,KG,131
23-09-2022,sugar,KG,66
23-09-2022,sugar,KG,53
23-09-2022,sugar,KG,91
24-09-2022,sugar,KG,179
24-09-2022,sugar,KG,54
24-09-2022,sugar,KG,99
24-09-2022,sugar,KG,56
24-09-2022,sugar,KG,143
24-09-2022,sugar,KG,188
24-09-2022,sugar,KG,136
24-09-2022,sugar,KG,75
24-09-2022,sugar,KG,76
24-09-2022,sugar,KG,108
24-09-2022,sugar,KG,194
24-09-2022,sugar,KG,128
24-09-2022,sugar,KG,135
24-09-2022,sugar,KG,135
24-09-2022,sugar,KG,69
24-09-2022,sugar,KG,88
24-09-2022,sugar,KG,105
24-09-2022,sugar,KG,101
24-09-2022,sugar,KG,171
24-09-2022,sugar,KG,145
25-09-2022,sugar,KG,167
25-09-2022,sugar,KG,78
25-09-2022,sugar,KG,94
25-09-2022,sugar,KG,114
25-09-2022,sugar,KG,63
25-09-2022,sugar,KG,151
25-09-2022,sugar,KG,182
25-09-2022,sugar,KG,104
25-09-2022,sugar,KG,122
25-09-2022,sugar,KG,151
25-09-2022,sugar,KG,137
25-09-2022,sugar,KG,66
25-09-2022,sugar,KG,136
25-09-2022,sugar,KG,85
25-09-2022,sugar,KG,138
25-09-2022,sugar,KG,154
25-09-2022,sugar,KG,187
26-09-2022,sugar,KG,75
26-09-2022,sugar,KG,112
26-09-2022,sugar,KG,90
26-09-2022,sugar,KG,151
26-09-2022,sugar,KG,96
26-09-2022,sugar,KG,143
26-09-2022,sugar,KG,131
26-09-2022,sugar,KG,167
26-09-2022,sugar,KG,197
26-09-2022,sugar,KG,195
26-09-2022,sugar,KG,101
26-09-2022,sugar,KG,80
26-09-2022,sugar,KG,114
26-09-2022,sugar,KG,175
26-09-2022,sugar,KG,192
26-09-2022,sugar,KG,176
26-09-2022,sugar,KG,79
26-09-2022,sugar,KG,183
26-09-2022,sugar,KG,175
26-09-2022,sugar,KG,104
26-09-2022,sugar,KG,165
26-09-2022,sugar,KG,102
26-09-2022,sugar,KG,180
26-09-2022,sugar,KG,73
26-09-2022,sugar,KG,153
27-09-2022,sugar,KG,50
27-09-2022,sugar,KG,84
27-09-2022,sugar,KG,199
27-09-2022,sugar,KG,155
27-09-2022,sugar,KG,140
27-09-2022,sugar,KG,185
27-09-2022,sugar,KG,162
27-09-2022,sugar,KG,197
27-09-2022,sugar,KG,170
27-09-2022,sugar,KG,74
27-09-2022,sugar,KG,161
27-09-2022,sugar,KG,138
27-09-2022,sugar,KG,66
27-09-2022,sugar,KG,126
27-09-2022,sugar,KG,85
27-09-2022,sugar,KG,131
27-09-2022,sugar,KG,60
27-09-2022,sugar,KG,112
28-09-2022,sugar,KG,55
28-09-2022,sugar,KG,132
28-09-2022,sugar,KG,106
28-09-2022,sugar,KG,83
28-09-2022,sugar,KG,132
28-09-2022,sugar,KG,126
28-09-2022,sugar,KG,198
28-09-2022,sugar,KG,108
28-09-2022,sugar,KG,60
28-09-2022,sugar,KG,109
28-09-2022,sugar,KG,112
28-09-2022,sugar,KG,68
28-09-2022,sugar,KG,102
28-09-2022,sugar,KG,117
28-09-2022,sugar,KG,189
28-09-2022,sugar,KG,88
28-09-2022,sugar,KG,175
28-09-2022,sugar,KG,72
28-09-2022,sugar,KG,57
28-09-2022,sugar,KG,84
28-09-2022,sugar,KG,64
29-09-2022,sugar,KG,54
29-09-2022,sugar,KG,104
29-09-2022,sugar,KG,120
29-09-2022,sugar,KG,183
29-09-2022,sugar,KG,138
29-09-2022,sugar,KG,74
29-09-2022,sugar,KG,188
29-09-2022,sugar,KG,165
29-09-2022,sugar,KG,67
29-09-2022,sugar,KG,108
29-09-2022,sugar,KG,52
29-09-2022,sugar,KG,61
29-09-2022,sugar,KG,134
29-09-2022,sugar,KG,106
29-09-2022,sugar,KG,69
29-09-2022,sugar,KG,103
29-09-2022,sugar,KG,175
29-09-2022,sugar,KG,157
29-09-2022,sugar,KG,169
30-09-2022,sugar,KG,146
30-09-2022,sugar,KG,84
30-09-2022,sugar,KG,65
30-09-2022,sugar,KG,83
30-09-2022,sugar,KG,65
30-09-2022,sugar,KG,78
30-09-2022,sugar,KG,89
30-09-2022,sugar,KG,54
30-09-2022,sugar,KG,90
30-09-2022,sugar,KG,76
30-09-2022,sugar,KG,158
30-09-2022,sugar,KG,155
30-09-2022,sugar,KG,117
30-09-2022,sugar,KG,79
30-09-2022,sugar,KG,124
30-09-2022,sugar,KG,99
30-09-2022,sugar,KG,187
30-09-2022,sugar,KG,53
30-09-2022,sugar,KG,155
30-09-2022,sugar,KG,102
30-09-2022,sugar,KG,192
30-09-2022,sugar,KG,196
30-09-2022,sugar,KG,73
30-09-2022,sugar,KG,100
30-09-2022,sugar,KG,122
30-09-2022,sugar,KG,117
01-10-2022,sugar,KG,199
01-10-2022,sugar,KG,171
01-10-2022,sugar,KG,125
01-10-2022,sugar,KG,168
01-10-2022,sugar,KG,156
01-10-2022,sugar,KG,74
01-10-2022,sugar,KG,142
01-10-2022,sugar,KG,118
01-10-2022,sugar,KG,162
01-10-2022,sugar,KG,176
01-10-2022,sugar,KG,170
01-10-2022,sugar,KG,54
01-10-2022,sugar,KG,92
01-10-2022,sugar,KG,106
01-10-2022,sugar,KG,198
01-10-2022,sugar,KG,95
01-10-2022,sugar,KG,71
01-10-2022,sugar,KG,57
01-10-2022,sugar,KG,61
01-10-2022,sugar,KG,192
01-10-2022,sugar,KG,93
01-10-2022,sugar,KG,134
01-10-2022,sugar,KG,167
02-10-2022,sugar,KG,69
02-10-2022,sugar,KG,163
02-10-2022,sugar,KG,95
02-10-2022,sugar,KG,115
02-10-2022,sugar,KG,109
02-10-2022,sugar,KG,86
02-10-2022,sugar,KG,99
02-10-2022,sugar,KG,143
02-10-2022,sugar,KG,182
02-10-2022,sugar,KG,52
02-10-2022,sugar,KG,88
02-10-2022,sugar,KG,175
02-10-2022,sugar,KG,64
02-10-2022,sugar,KG,144
02-10-2022,sugar,KG,59
02-10-2022,sugar,KG,153
02-10-2022,sugar,KG,50
02-10-2022,sugar,KG,121
02-10-2022,sugar,KG,181
02-10-2022,sugar,KG,55
02-10-2022,sugar,KG,173
02-10-2022,sugar,KG,72
02-10-2022,sugar,KG,120
03-10-2022,sugar,KG,119
03-10-2022,sugar,KG,161
03-10-2022,sugar,KG,158
03-10-2022,sugar,KG,186
03-10-2022,sugar,KG,63
03-10-2022,sugar,KG,51
03-10-2022,sugar,KG,58
03-10-2022,sugar,KG,109
03-10-2022,sugar,KG,167
03-10-2022,sugar,KG,103
03-10-2022,sugar,KG,106
03-10-2022,sugar,KG,149
03-10-2022,sugar,KG,162
03-10-2022,sugar,KG,142
03-10-2022,sugar,KG,67
03-10-2022,sugar,KG,65
03-10-2022,sugar,KG,95
03-10-2022,sugar,KG,87
03-10-2022,sugar,KG,132
03-10-2022,sugar,KG,87
03-10-2022,sugar,KG,173
03-10-2022,sugar,KG,167
04-10-2022,sugar,KG,72
04-10-2022,sugar,KG,91
04-10-2022,sugar,KG,107
04-10-2022,sugar,KG,110
04-10-2022,sugar,KG,96
04-10-2022,sugar,KG,52
04-10-2022,sugar,KG,92
04-10-2022,sugar,KG,72
04-10-2022,sugar,KG,77
04-10-2022,sugar,KG,141
04-10-2022,sugar,KG,100
04-10-2022,sugar,KG,133
04-10-2022,sugar,KG,150
04-10-2022,sugar,KG,78
04-10-2022,sugar,KG,125
04-10-2022,sugar,KG,62
04-10-2022,sugar,KG,115
05-10-2022,sugar,KG,185
05-10-2022,sugar,KG,153
05-10-2022,sugar,KG,136
05-10-2022,sugar,KG,53
05-10-2022,sugar,KG,156
05-10-2022,sugar,KG,117
05-10-2022,sugar,KG,113
05-10-2022,sugar,KG,163
05-10-2022,sugar,KG,55
05-10-2022,sugar,KG,68
05-10-2022,sugar,KG,84
05-10-2022,sugar,KG,180
05-10-2022,sugar,KG,103
05-10-2022,sugar,KG,162
05-10-2022,sugar,KG,98
05-10-2022,sugar,KG,133
05-10-2022,sugar,KG,170
05-10-2022,sugar,KG,190
05-10-2022,sugar,KG,167
05-10-2022,sugar,KG,65
06-10-2022,sugar,KG,115
06-10-2022,sugar,KG,167
06-10-2022,sugar,KG,196
06-10-2022,sugar,KG,91
06-10-2022,sugar,KG,193
06-10-2022,sugar,KG,131
06-10-2022,sugar,KG,162
06-10-2022,sugar,KG,124
06-10-2022,sugar,KG,173
06-10-2022,sugar,KG,95
06-10-2022,sugar,KG,170
06-10-2022,sugar,KG,148
06-10-2022,sugar,KG,65
06-10-2022,sugar,KG,91
06-10-2022,sugar,KG,99
06-10-2022,sugar,KG,145
06-10-2022,sugar,KG,127
06-10-2022,sugar,KG,162
06-10-2022,sugar,KG,66
06-10-2022,sugar,KG,170
06-10-2022,sugar,KG,148
06-10-2022,sugar,KG,134
06-10-2022,sugar,KG,95
06-10-2022,sugar,KG,177
06-10-2022,sugar,KG,66
06-10-2022,sugar,KG,117
06-10-2022,sugar,KG,158
06-10-2022,sugar,KG,83
07-10-2022,sugar,KG,129
07-10-2022,sugar,KG,194
07-10-2022,sugar,KG,130
07-10-2022,sugar,KG,112
07-10-2022,sugar,KG,53
07-10-2022,sugar,KG,200
07-10-2022,sugar,KG,129
07-10-2022,sugar,KG,98
07-10-2022,sugar,KG,110
07-10-2022,sugar,KG,191
07-10-2022,sugar,KG,51
07-10-2022,sugar,KG,156
07-10-2022,sugar,KG,153
07-10-2022,sugar,KG,180
07-10-2022,sugar,KG,60
07-10-2022,sugar,KG,94
07-10-2022,sugar,KG,185
07-10-2022,sugar,KG,116
07-10-2022,sugar,KG,189
07-10-2022,sugar,KG,59
07-10-2022,sugar,KG,110
07-10-2022,sugar,KG,158
07-10-2022,sugar,KG,186
07-10-2022,sugar,KG,69
07-10-2022,sugar,KG,182
07-10-2022,sugar,KG,187
07-10-2022,sugar,KG,181
07-10-2022,sugar,KG,99
07-10-2022,sugar,KG,189
07-10-2022,sugar,KG,93
08-10-2022,sugar,KG,137
08-10-2022,sugar,KG,102
08-10-2022,sugar,KG,112
08-10-2022,sugar,KG,107
08-10-2022,sugar,KG,67
08-10-2022,sugar,KG,164
08-10-2022,sugar,KG,184
08-10-2022,sugar,KG,177
08-10-2022,sugar,KG,196
08-10-2022,sugar,KG,167
08-10-2022,sugar,KG,112
08-10-2022,sugar,KG,188
08-10-2022,sugar,KG,167
08-10-2022,sugar,KG,133
08-10-2022,sugar,KG,171
08-10-2022,sugar,KG,138
08-10-2022,sugar,KG,178
08-10-2022,sugar,KG,172
08-10-2022,sugar,KG,148
08-10-2022,sugar,KG,135
09-10-2022,sugar,KG,146
09-10-2022,sugar,KG,160
09-10-2022,sugar,KG,54
09-10-2022,sugar,KG,140
09-10-2022,sugar,KG,200
09-10-2022,sugar,KG,172
09-10-2022,sugar,KG,56
09-10-2022,sugar,KG,138
09-10-2022,sugar,KG,146
09-10-2022,sugar,KG,92
09-10-2022,sugar,KG,50
09-10-2022,sugar,KG,161
09-10-2022,sugar,KG,99
09-10-2022,sugar,KG,91
09-10-2022,sugar,KG,194
09-10-2022,sugar,KG,96
09-10-2022,sugar,KG,58
09-10-2022,sugar,KG,83
09-10-2022,sugar,KG,97
09-10-2022,sugar,KG,91
09-10-2022,sugar,KG,104
10-10-2022,sugar,KG,74
10-10-2022,sugar,KG,126
10-10-2022,sugar,KG,124
10-10-2022,sugar,KG,149
10-10-2022,sugar,KG,156
10-10-2022,sugar,KG,70
10-10-2022,sugar,KG,82
10-10-2022,sugar,KG,165
10-10-2022,sugar,KG,73
10-10-2022,sugar,KG,62
10-10-2022,sugar,KG,120
10-10-2022,sugar,KG,139
10-10-2022,sugar,KG,163
10-10-2022,sugar,KG,73
10-10-2022,sugar,KG,179
10-10-2022,sugar,KG,126
10-10-2022,sugar,KG,79
10-10-2022,sugar,KG,73
10-10-2022,sugar,KG,56
10-10-2022,sugar,KG,162
10-10-2022,sugar,KG,143
10-10-2022,sugar,KG,188
11-10-2022,sugar,KG,128
11-10-2022,sugar,KG,94
11-10-2022,sugar,KG,99
11-10-2022,sugar,KG,172
11-10-2022,sugar,KG,167
11-10-2022,sugar,KG,75
11-10-2022,sugar,KG,137
11-10-2022,sugar,KG,184
11-10-2022,sugar,KG,197
11-10-2022,sugar,KG,154
11-10-2022,sugar,KG,173
11-10-2022,sugar,KG,165
11-10-2022,sugar,KG,100
11-10-2022,sugar,KG,102
11-10-2022,sugar,KG,155
11-10-2022,sugar,KG,55
11-10-2022,sugar,KG,126
11-10-2022,sugar,KG,59
11-10-2022,sugar,KG,184
11-10-2022,sugar,KG,71
11-10-2022,sugar,KG,198
11-10-2022,sugar,KG,162
11-10-2022,sugar,KG,60
11-10-2022,sugar,KG,163
11-10-2022,sugar,KG,193
11-10-2022,sugar,KG,77
11-10-2022,sugar,KG,125
11-10-2022,sugar,KG,189
11-10-2022,sugar,KG,144
11-10-2022,sugar,KG,52
11-10-2022,sugar,KG,113
12-10-2022,sugar,KG,72
12-10-2022,sugar,KG,130
12-10-2022,sugar,KG,82
12-10-2022,sugar,KG,99
12-10-2022,sugar,KG,143
12-10-2022,sugar,KG,88
12-10-2022,sugar,KG,142
12-10-2022,sugar,KG,153
12-10-2022,sugar,KG,158
12-10-2022,sugar,KG,66
12-10-2022,sugar,KG,70
12-10-2022,sugar,KG,150
12-10-2022,sugar,KG,119
12-10-2022,sugar,KG,79
12-10-2022,sugar,KG,110
12-10-2022,sugar,KG,125
12-10-2022,sugar,KG,88
12-10-2022,sugar,KG,50
12-10-2022,sugar,KG,53
12-10-2022,sugar,KG,65
12-10-2022,sugar,KG,161
12-10-2022,sugar,KG,61
12-10-2022,sugar,KG,154
13-10-2022,sugar,KG,90
13-10-2022,sugar,KG,61
13-10-2022,sugar,KG,68
13-10-2022,sugar,KG,196
13-10-2022,sugar,KG,152
13-10-2022,sugar,KG,75
13-10-2022,sugar,KG,134
13-10-2022,sugar,KG,61
13-10-2022,sugar,KG,156
13-10-2022,sugar,KG,200
13-10-2022,sugar,KG,187
13-10-2022,sugar,KG,94
13-10-2022,sugar,KG,143
13-10-2022,sugar,KG,195
13-10-2022,sugar,KG,114
13-10-2022,sugar,KG,102
13-10-2022,sugar,KG,173
13-10-2022,sugar,KG,163
13-10-2022,sugar,KG,155
13-10-2022,sugar,KG,79
13-10-2022,sugar,KG,134
13-10-2022,sugar,KG,167
13-10-2022,sugar,KG,152
13-10-2022,sugar,KG,148
13-10-2022,sugar,KG,172
13-10-2022,sugar,KG,163
13-10-2022,sugar,KG,196
13-10-2022,sugar,KG,111
13-10-2022,sugar,KG,123
13-10-2022,sugar,KG,142
14-10-2022,sugar,KG,109
14-10-2022,sugar,KG,53
14-10-2022,sugar,KG,83
14-10-2022,sugar,KG,110
14-10-2022,sugar,KG,105
14-10-2022,sugar,KG,94
14-10-2022,sugar,KG,189
14-10-2022,sugar,KG,173
14-10-2022,sugar,KG,183
14-10-2022,sugar,KG,113
14-10-2022,sugar,KG,53
14-10-2022,sugar,KG,133
14-10-2022,sugar,KG,81
14-10-2022,sugar,KG,198
14-10-2022,sugar,KG,150
14-10-2022,sugar,KG,78
14-10-2022,sugar,KG,163
14-10-2022,sugar,KG,100
14-10-2022,sugar,KG,85
14-10-2022,sugar,KG,74
14-10-2022,sugar,KG,119
14-10-2022,sugar,KG,154
14-10-2022,sugar,KG,133
14-10-2022,sugar,KG,194
14-10-2022,sugar,KG,180
14-10-2022,sugar,KG,141
14-10-2022,sugar,KG,53
14-10-2022,sugar,KG,113
14-10-2022,sugar,KG,104
15-10-2022,sugar,KG,80
15-10-2022,sugar,KG,109
15-10-2022,sugar,KG,171
15-10-2022,sugar,KG,104
15-10-2022,sugar,KG,59
15-10-2022,sugar,KG,96
15-10-2022,sugar,KG,116
15-10-2022,sugar,KG,99
15-10-2022,sugar,KG,85
